area_id,area_name,latitude,longitude,parameter_id,parameter_description,datetime,value_type,value_text
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406281200,,30
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406281200,,86
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406291200,,30
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406291200,,86
501274,Batu,-7.83708,112.53144,humin,Min humidity,202406271200,,80
501274,Batu,-7.83708,112.53144,humin,Min humidity,202406281200,,70
501274,Batu,-7.83708,112.53144,humin,Min humidity,202406291200,,60
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406271200,,17
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406271200,,62.6
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406281200,,15
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406281200,,59
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406291200,,20
501274,Batu,-7.83708,112.53144,tmin,Min temperature,202406291200,,68
501274,Batu,-7.83708,112.53144,t,Temperature,202406270000,,19
501274,Batu,-7.83708,112.53144,t,Temperature,202406270000,,66.2
501274,Batu,-7.83708,112.53144,t,Temperature,202406270600,,28
501274,Batu,-7.83708,112.53144,t,Temperature,202406270600,,82.4
501274,Batu,-7.83708,112.53144,t,Temperature,202406271200,,18
501274,Batu,-7.83708,112.53144,t,Temperature,202406271200,,64.4
501274,Batu,-7.83708,112.53144,t,Temperature,202406271800,,16
501274,Batu,-7.83708,112.53144,t,Temperature,202406271800,,60.8
501274,Batu,-7.83708,112.53144,t,Temperature,202406280000,,22
501274,Batu,-7.83708,112.53144,t,Temperature,202406280000,,71.6
501274,Batu,-7.83708,112.53144,t,Temperature,202406280600,,30
501274,Batu,-7.83708,112.53144,t,Temperature,202406280600,,86
501274,Batu,-7.83708,112.53144,t,Temperature,202406281200,,23
501274,Batu,-7.83708,112.53144,t,Temperature,202406281200,,73.4
501274,Batu,-7.83708,112.53144,t,Temperature,202406281800,,20
501274,Batu,-7.83708,112.53144,t,Temperature,202406281800,,68
501274,Batu,-7.83708,112.53144,t,Temperature,202406290000,,22
501274,Batu,-7.83708,112.53144,t,Temperature,202406290000,,71.6
501274,Batu,-7.83708,112.53144,t,Temperature,202406290600,,30
501274,Batu,-7.83708,112.53144,t,Temperature,202406290600,,86
